id,fecha_creacion,fecha_cierre,area,categoria,prioridad,canal,solicitante,asunto,descripcion,estado,reaperturas
TK-00949,19/11/2025,10-Dic-2025,Infraestructura,incidente,Media,correo,usuario051@lafortuna.com.co,Pérdida de información en el módulo de inventario,Requerimiento remitido por la jefatura del área para gestión.,CERRADO,0
TK-01666,11/01/2025,,Comercial,INCIDENTE,Crítica,correo,usuario133@lafortuna.com.co,Los usuarios reportan lentitud generalizada,Requerimiento remitido por la jefatura del área para gestión.,En proceso,0
TK-00229,22/01/2025,,Operaciones,Otros,Alta,Correo,usuario053@lafortuna.com.co,Requerimiento del área,Se adjunta captura de pantalla del mensaje de error recibido.,reabierto,1
TK-00321,2025-04-05,,Comercial,ACCESOS,1-Alta,Telefono,usuario095@lafortuna.com.co,Solicito permiso al módulo de cartera,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,3
TK-01127,2025-04-29,07-May-2025,Infraestructura,Capacitación,alta,Formulario web,usuario102@lafortuna.com.co,Cuándo es la próxima inducción,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-01454,01-Feb-2025,03/03/2025,Infraestructura,Conectividad,2-Media,Correo,usuario167@lafortuna.com.co,La VPN se desconecta cada media hora,,cerrado,1
TK-01326,12-Feb-2025,,Aplicaciones,Gestion de accesos,alta,correo,usuario053@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,3
TK-00052,21/08/2025,,Talento Humano,Nómina,Media,Correo,usuario003@lafortuna.com.co,Diferencia en el pago de horas extras,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Reabierto,1
TK-01444,21/05/2025,,Aplicaciones,capacitación,Baja,correo,usuario019@lafortuna.com.co,Cuándo es la próxima inducción,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,0
TK-00277,13-Mar-2026,17-Abr-2026,Comercial,incidente,Crítica,Formulario web,,Caída total del sistema en la sede principal,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-00667,22/02/2026,,Contabilidad,Equipos,Baja,Telefono,usuario009@lafortuna.com.co,Necesito un monitor adicional para el puesto,Se adjunta captura de pantalla del mensaje de error recibido.,abierto,0
TK-00840,2025-01-13,,Compras,accesos,CRITICA,Teléfono,usuario039@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,,Abierto,0
TK-01284,19/07/2025,,Talento Humano,,Crítica,formulario,usuario051@lafortuna.com.co,Pendiente por definir,,En proceso,0
TK-00081,26/06/2025,,Infraestructura,software,1-Alta,Formulario web,usuario024@lafortuna.com.co,La versión instalada no coincide con la del área,,abierto,0
TK-01615,08/11/2025,,Comercial,INCIDENTE,1-Alta,correo,usuario112@lafortuna.com.co,Pérdida de información en el módulo de inventario,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,0
TK-00205,08/03/2025,,Comercial,VACACIONES,3-Baja,correo,,Me negaron las vacaciones solicitadas,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Escalado,0
TK-00485,2026-05-11,,Aplicaciones,RED,alta,formulario,usuario146@lafortuna.com.co,Sin internet en el segundo piso,,abierto,0
TK-01056,18/04/2026,,Calidad,hardware,Alta,Mesa de ayuda,usuario131@lafortuna.com.co,La impresora de la sede norte imprime rayada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Reabierto,3
TK-01730,06/04/2026,,Contabilidad,,Baja,correo,usuario136@lafortuna.com.co,Pendiente por definir,Se adjunta captura de pantalla del mensaje de error recibido.,abierto,0
TK-00725,05/05/2026,,Compras,Gestión de accesos,alta,Mesa de ayuda,usuario121@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,El caso fue reportado por teléfono y se registra para trazabilidad.,Escalado,0
TK-01503,14-Jun-2026,,Compras,OTROS,ALTA,Correo,usuario058@lafortuna.com.co,Solicitud varias,Se adjunta captura de pantalla del mensaje de error recibido.,REABIERTO,1
TK-00201,2025-08-06,,,equipos,3-Baja,Telefono,usuario068@lafortuna.com.co,El teclado dejó de responder,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,REABIERTO,3
TK-01531,30-Jun-2026,2026-08-12,Comercial,nomina,Baja,Mesa de ayuda,usuario141@lafortuna.com.co,No me llegó el desprendible de pago,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-01251,2025-06-08,2025-07-22,Contabilidad,incidente,ALTA,formulario,usuario143@lafortuna.com.co,Se cayó el servicio de facturación,Requerimiento remitido por la jefatura del área para gestión.,cerrado,0
TK-01624,22/03/2025,,Talento Humano,Equipos,Media,formulario,usuario153@lafortuna.com.co,El teclado dejó de responder,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-00752,08/05/2026,,Operaciones,hardware,2-Media,Telefono,usuario053@lafortuna.com.co,El teclado dejó de responder,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Reabierto,1
TK-00068,2025-09-09,,Contabilidad,hardware,ALTA,correo,usuario174@lafortuna.com.co,El teclado dejó de responder,Se adjunta captura de pantalla del mensaje de error recibido.,Abierto,0
TK-00791,07-Feb-2026,18/03/2026,Comercial,Incidentes,Crítica,Telefono,usuario124@lafortuna.com.co,Los usuarios reportan lentitud generalizada,,cerrado,0
TK-00310,03/10/2025,,Calidad,red,Crítica,correo,usuario042@lafortuna.com.co,Muy lenta la conexión en la bodega,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,reabierto,3
TK-00024,15-Jul-2025,18/08/2025,Aplicaciones,Conectividad,Alta,correo,usuario065@lafortuna.com.co,Sin internet en el segundo piso,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Cerrado,0
TK-01702,14-May-2025,,Talento Humano,capacitación,2-Media,correo,usuario102@lafortuna.com.co,Cuándo es la próxima inducción,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,reabierto,1
TK-00438,16-Jun-2025,,Comercial,RED,Media,Formulario web,usuario118@lafortuna.com.co,Muy lenta la conexión en la bodega,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,0
TK-00843,31/03/2026,13-May-2026,Infraestructura,Aplicaciones,baja,formulario,usuario132@lafortuna.com.co,La versión instalada no coincide con la del área,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Cerrado,0
TK-00295,2025-02-01,,Infraestructura,Otros,Media,Correo,usuario133@lafortuna.com.co,Consulta general,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Reabierto,3
TK-00528,03/10/2025,,Contabilidad,informes,Baja,Formulario web,usuario152@lafortuna.com.co,El informe muestra cifras distintas al sistema,,abierto,0
TK-00398,27/04/2025,,Compras,Accesos,CRITICA,Formulario web,usuario016@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,1
TK-00771,24-Abr-2026,,Infraestructura,,3-Baja,Correo,usuario125@lafortuna.com.co,Consulta general,Se adjunta captura de pantalla del mensaje de error recibido.,Abierto,0
TK-00400,2025-10-26,,Comercial,Software,Critica,Formulario web,usuario173@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,reabierto,3
TK-00388,04-Mar-2026,10/03/2026,Compras,hardware,Crítica,Mesa de ayuda,usuario070@lafortuna.com.co,La impresora de la sede norte imprime rayada,Requerimiento remitido por la jefatura del área para gestión.,cerrado,0
TK-00358,2026-05-10,,Compras,equipos,Baja,Formulario web,usuario175@lafortuna.com.co,Necesito un monitor adicional para el puesto,Se adjunta captura de pantalla del mensaje de error recibido.,REABIERTO,2
TK-01947,2026-05-10,,Infraestructura,Reportes,Media,correo,usuario107@lafortuna.com.co,El reporte no incluye la sede nueva,Requerimiento remitido por la jefatura del área para gestión.,reabierto,1
TK-00280,27/06/2025,,Talento Humano,hardware,CRITICA,Telefono,usuario025@lafortuna.com.co,Solicito reposición de diadema dañada,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Reabierto,3
TK-00572,06/05/2025,2025-05-21,Operaciones,incidente,3-Baja,Teléfono,usuario138@lafortuna.com.co,Pérdida de información en el módulo de inventario,Se adjunta captura de pantalla del mensaje de error recibido.,REABIERTO,3
TK-01321,2026-06-26,2026-07-04,Talento Humano,VACACIONES,Media,Formulario web,usuario048@lafortuna.com.co,Me negaron las vacaciones solicitadas,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Cerrado,0
TK-01030,25-Ene-2025,,Comercial,Hardware,1-Alta,Mesa de ayuda,usuario112@lafortuna.com.co,Necesito un monitor adicional para el puesto,Se adjunta captura de pantalla del mensaje de error recibido.,Abierto,0
TK-00907,25-Feb-2025,,Calidad,Red,Media,Correo,usuario068@lafortuna.com.co,Sin internet en el segundo piso,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,3
TK-00041,2026-05-24,,Operaciones,Aplicaciones,3-Baja,Correo,usuario164@lafortuna.com.co,La aplicación se cierra al generar el informe,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,2
TK-00269,13/01/2026,,Infraestructura,software,Alta,correo,usuario109@lafortuna.com.co,Necesito que instalen el visor de planos,,Reabierto,1
TK-01346,29/01/2026,,Comercial,viáticos,Media,formulario,usuario067@lafortuna.com.co,Cuál es el monto autorizado para hospedaje,,abierto,0
TK-01781,2025-07-04,11-Jul-2025,Aplicaciones,VACACIONES,Media,Telefono,usuario111@lafortuna.com.co,Puedo dividir mis vacaciones en dos periodos,Se adjunta captura de pantalla del mensaje de error recibido.,CERRADO,0
TK-01865,2025-08-27,,,Accesos,Critica,Telefono,usuario030@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,Requerimiento remitido por la jefatura del área para gestión.,Escalado,0
TK-00364,2026-04-15,26-Abr-2026,Infraestructura,RED,Media,Formulario web,usuario161@lafortuna.com.co,Muy lenta la conexión en la bodega,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,0
TK-00757,02/07/2025,,Infraestructura,Vacaciones,CRITICA,correo,usuario002@lafortuna.com.co,Cuántos días tengo acumulados,Requerimiento remitido por la jefatura del área para gestión.,reabierto,2
TK-00057,2026-06-19,,Talento Humano,equipos,2-Media,Teléfono,usuario047@lafortuna.com.co,La impresora de la sede norte imprime rayada,Requerimiento remitido por la jefatura del área para gestión.,Escalado,0
TK-01489,2025-06-27,04-Ago-2025,Talento Humano,viaticos,MEDIA,Formulario web,usuario141@lafortuna.com.co,Necesito anticipo para comisión,Requerimiento remitido por la jefatura del área para gestión.,CERRADO,0
TK-01936,06/03/2026,06/03/2026,Comercial,aplicaciones,Crítica,Formulario web,usuario043@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,,CERRADO,0
TK-01470,2025-07-28,,Aplicaciones,OTROS,baja,Formulario web,usuario008@lafortuna.com.co,Solicitud varias,Requerimiento remitido por la jefatura del área para gestión.,reabierto,1
TK-00355,09-Feb-2025,19-Feb-2025,Calidad,vacaciones,2-Media,Mesa de ayuda,,Cuántos días tengo acumulados,,Cerrado,0
TK-01842,2025-09-19,,Infraestructura,ACCESOS,Baja,Mesa de ayuda,,Me retiraron el acceso y aún trabajo en el proceso,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Escalado,0
TK-01524,11-Ene-2025,,Compras,Órdenes de compra,baja,formulario,usuario169@lafortuna.com.co,Estado de la orden de compra 4471,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,0
TK-00545,31/05/2026,,Compras,Ordenes de compra,1-Alta,formulario,usuario165@lafortuna.com.co,Necesito cotización para equipos de la bodega,Se adjunta captura de pantalla del mensaje de error recibido.,abierto,
TK-00941,21/06/2026,11/07/2026,Calidad,Viáticos,Baja,Mesa de ayuda,,No me han reembolsado los gastos del mes pasado,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,0
TK-01636,14-Ene-2025,,Contabilidad,accesos,Alta,Mesa de ayuda,usuario091@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,Requerimiento remitido por la jefatura del área para gestión.,Reabierto,2
TK-01515,2025-07-05,2025-07-27,Talento Humano,Gestión de accesos,alta,Telefono,usuario159@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,Se adjunta captura de pantalla del mensaje de error recibido.,CERRADO,0
TK-00705,05/06/2026,,Operaciones,hardware,Baja,Formulario web,usuario089@lafortuna.com.co,Necesito un monitor adicional para el puesto,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,3
TK-01287,04-Jul-2025,08-Ago-2025,Contabilidad,HARDWARE,alta,Teléfono,usuario033@lafortuna.com.co,Solicito reposición de diadema dañada,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,1
TK-01741,2025-03-29,,Infraestructura,HARDWARE,3-Baja,correo,usuario149@lafortuna.com.co,El portátil no enciende desde ayer,Requerimiento remitido por la jefatura del área para gestión.,abierto,0
TK-01922,2026-05-15,,Comercial,Incidentes,1-Alta,Teléfono,usuario134@lafortuna.com.co,Caída total del sistema en la sede principal,El caso fue reportado por teléfono y se registra para trazabilidad.,abierto,0
TK-01191,06-Abr-2025,25/04/2025,Contabilidad,HARDWARE,MEDIA,correo,usuario001@lafortuna.com.co,El teclado dejó de responder,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,cerrado,0
TK-00678,03/03/2026,,Operaciones,Otros,Alta,correo,usuario148@lafortuna.com.co,Requerimiento del área,El caso fue reportado por teléfono y se registra para trazabilidad.,REABIERTO,3
TK-01274,25/03/2026,,Calidad,ACCESOS,Baja,formulario,usuario143@lafortuna.com.co,Solicito permiso al módulo de cartera,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,reabierto,3
TK-01088,30/03/2025,,Compras,INCIDENTE,1-Alta,formulario,usuario052@lafortuna.com.co,Se cayó el servicio de facturación,,reabierto,1
TK-00578,2026-05-13,,Contabilidad,otros,Media,Formulario web,usuario160@lafortuna.com.co,Solicitud varias,Se adjunta captura de pantalla del mensaje de error recibido.,en proceso,0
TK-01850,2026-01-07,17/01/2026,Aplicaciones,nómina,ALTA,correo,usuario177@lafortuna.com.co,No me llegó el desprendible de pago,Se adjunta captura de pantalla del mensaje de error recibido.,Escalado,0
TK-00683,09-May-2025,,Calidad,Accesos,MEDIA,Teléfono,,No puedo entrar al sistema Centrica,Requerimiento remitido por la jefatura del área para gestión.,reabierto,3
